,GO_ID,GO_term,GO_term_count
9501,GO:0021675,nerve development,1
7792,GO:0043152,induction of bacterial agglutination,1
7446,GO:0008190,eukaryotic initiation factor 4E binding,1
7445,GO:0008135,"translation factor activity, RNA binding",1
7444,GO:0006446,regulation of translational initiation,1
7441,GO:0002191,cap-dependent translational initiation,1
7786,GO:0031639,plasminogen activation,1
7787,GO:0034116,positive regulation of heterotypic cell-cell adhesion,1
7788,GO:0034622,cellular protein-containing complex assembly,1
7436,GO:0099524,postsynaptic cytosol,1
7433,GO:0033391,chromatoid body,1
7390,GO:0033089,positive regulation of T cell differentiation in thymus,1
7432,GO:0031370,eukaryotic initiation factor 4G binding,1
7797,GO:0051258,protein polymerization,1
7399,GO:0005845,mRNA cap binding complex,1
7396,GO:0000340,RNA 7-methylguanosine cap binding,1
7395,GO:0000339,RNA cap binding,1
7394,GO:0045586,regulation of gamma-delta T cell differentiation,1
7393,GO:0044344,cellular response to fibroblast growth factor stimulus,1
7392,GO:0035924,cellular response to vascular endothelial growth factor stimulus,1
7447,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,1
7448,GO:0010942,positive regulation of cell death,1
7775,GO:1902667,regulation of axon guidance,1
7451,GO:0031669,cellular response to nutrient levels,1
7492,GO:0032777,Piccolo NuA4 histone acetyltransferase complex,1
7479,GO:0003730,mRNA 3'-UTR binding,1
7475,GO:1905696,regulation of polysome binding,1
7474,GO:1905618,positive regulation of miRNA mediated inhibition of translation,1
7759,GO:0016274,protein-arginine N-methyltransferase activity,1
7760,GO:0035246,peptidyl-arginine N-methylation,1
7473,GO:1905612,positive regulation of mRNA cap binding,1
7467,GO:1905537,positive regulation of eukaryotic translation initiation factor 4F complex assembly,1
7466,GO:1901215,negative regulation of neuron death,1
7465,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,1
7464,GO:0080135,regulation of cellular response to stress,1
7767,GO:0042289,MHC class II protein binding,1
7768,GO:0016571,histone methylation,1
7458,GO:0036493,positive regulation of translation in response to endoplasmic reticulum stress,1
7457,GO:0034645,cellular macromolecule biosynthetic process,1
7453,GO:0032502,developmental process,1
7452,GO:0032270,positive regulation of cellular protein metabolic process,1
7391,GO:0035767,endothelial cell chemotaxis,1
7812,GO:0072377,"blood coagulation, common pathway",1
8121,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,1
7849,GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity,1
7841,GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,1
7365,GO:0042053,regulation of dopamine metabolic process,1
7364,GO:0035106,operant conditioning,1
7844,GO:0042761,very long-chain fatty acid biosynthetic process,1
7845,GO:0043651,linoleic acid metabolic process,1
7846,GO:0102336,3-oxo-arachidoyl-CoA synthase activity,1
7847,GO:0102337,3-oxo-cerotoyl-CoA synthase activity,1
7848,GO:0102338,3-oxo-lignoceronyl-CoA synthase activity,1
7852,GO:0004527,exonuclease activity,1
7813,GO:0072378,"blood coagulation, fibrin clot formation",1
7853,GO:0004551,nucleotide diphosphatase activity,1
7359,GO:0015872,dopamine transport,1
7358,GO:0007617,mating behavior,1
7859,GO:0006091,generation of precursor metabolites and energy,1
7860,GO:0006771,riboflavin metabolic process,1
7864,GO:0009143,nucleoside triphosphate catabolic process,1
7353,GO:0004952,dopamine neurotransmitter receptor activity,1
7352,GO:0001661,conditioned taste aversion,1
7840,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",1
7839,GO:0034625,"fatty acid elongation, monounsaturated fatty acid",1
7838,GO:0030148,sphingolipid biosynthetic process,1
7837,GO:0019367,"fatty acid elongation, saturated fatty acid",1
7814,GO:0090277,positive regulation of peptide hormone secretion,1
7385,GO:0007422,peripheral nervous system development,1
7382,GO:0002042,cell migration involved in sprouting angiogenesis,1
7376,GO:0071870,cellular response to catecholamine stimulus,1
7822,GO:0003824,catalytic activity,1
7823,GO:0006163,purine nucleotide metabolic process,1
7824,GO:0009117,nucleotide metabolic process,1
7825,GO:0015964,diadenosine triphosphate catabolic process,1
7372,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,1
7371,GO:0046960,sensitization,1
7370,GO:0046959,habituation,1
7369,GO:0046323,glucose import,1
7830,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,1
7831,GO:0047710,bis(5'-adenosyl)-triphosphatase activity,1
7368,GO:0043987,histone H3-S10 phosphorylation,1
7835,GO:0006636,unsaturated fatty acid biosynthetic process,1
7836,GO:0009922,fatty acid elongase activity,1
7503,GO:0001655,urogenital system development,1
7511,GO:0005005,transmembrane-ephrin receptor activity,1
7531,GO:0008046,axon guidance receptor activity,1
7684,GO:0055078,sodium ion homeostasis,1
7675,GO:0033692,cellular polysaccharide biosynthetic process,1
7676,GO:0042044,fluid transport,1
7677,GO:0042328,heparan sulfate N-acetylglucosaminyltransferase activity,1
7678,GO:0042596,fear response,1
7602,GO:0000793,condensed chromosome,1
7681,GO:0050508,glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity,1
7682,GO:0050509,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity,1
7683,GO:0050891,multicellular organismal water homeostasis,1
7685,GO:0060560,developmental growth involved in morphogenesis,1
7536,GO:0021631,optic nerve morphogenesis,1
7686,GO:0061744,motor behavior,1
7687,GO:0061974,perichondral bone morphogenesis,1
7594,GO:0034056,estrogen response element binding,1
7593,GO:0030284,estrogen receptor activity,1
7589,GO:0043209,myelin sheath,1
7692,GO:0072112,glomerular visceral epithelial cell differentiation,1
7693,GO:0072498,embryonic skeletal joint development,1
7694,GO:0120193,tight junction organization,1
7672,GO:0030210,heparin biosynthetic process,1
7605,GO:0000993,RNA polymerase II complex binding,1
7606,GO:0001892,embryonic placenta development,1
7609,GO:0032039,integrator complex,1
7622,GO:2000737,negative regulation of stem cell differentiation,1
7621,GO:2000035,regulation of stem cell division,1
7620,GO:1902459,positive regulation of stem cell population maintenance,1
7619,GO:0090282,positive regulation of transcription involved in G2/M transition of mitotic cell cycle,1
7618,GO:0071931,positive regulation of transcription involved in G1/S transition of mitotic cell cycle,1
7647,GO:0006486,protein glycosylation,1
7648,GO:0007033,vacuole organization,1
7649,GO:0007369,gastrulation,1
7650,GO:0007492,endoderm development,1
7651,GO:0007498,mesoderm development,1
7656,GO:0008375,acetylglucosaminyltransferase activity,1
7659,GO:0009615,response to virus,1
7662,GO:0010467,gene expression,1
7663,GO:0015012,heparan sulfate proteoglycan biosynthetic process,1
7664,GO:0015014,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process",1
7665,GO:0015020,glucuronosyltransferase activity,1
7666,GO:0016757,"transferase activity, transferring glycosyl groups",1
7695,GO:1990823,response to leukemia inhibitory factor,1
7696,GO:0001972,retinoic acid binding,1
7588,GO:0033270,paranode region of axon,1
7565,GO:0106028,neuron projection retraction,1
7728,GO:0017108,5'-flap endonuclease activity,1
7729,GO:0033683,"nucleotide-excision repair, DNA incision",1
7730,GO:0036297,interstrand cross-link repair,1
7564,GO:0099557,"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission",1
7556,GO:0060997,dendritic spine morphogenesis,1
7735,GO:0070336,flap-structured DNA binding,1
7736,GO:0140036,ubiquitin-dependent protein binding,1
7737,GO:0003412,establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis,1
7555,GO:0051389,inactivation of MAPKK activity,1
7554,GO:0050878,regulation of body fluid levels,1
7553,GO:0050771,negative regulation of axonogenesis,1
7552,GO:0048593,camera-type eye morphogenesis,1
7551,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,1
7550,GO:0046580,negative regulation of Ras protein signal transduction,1
7539,GO:0030193,regulation of blood coagulation,1
7538,GO:0022038,corpus callosum development,1
7537,GO:0021952,central nervous system projection neuron axonogenesis,1
7727,GO:0008409,5'-3' exonuclease activity,1
7566,GO:1904782,negative regulation of NMDA glutamate receptor activity,1
7587,GO:0033269,internode region of axon,1
7724,GO:0072669,tRNA-splicing ligase complex,1
7699,GO:0005504,fatty acid binding,1
7586,GO:0031344,regulation of cell projection organization,1
7583,GO:0001763,morphogenesis of a branching structure,1
7582,GO:1990254,keratin filament binding,1
7581,GO:1905041,regulation of epithelium regeneration,1
7580,GO:0097356,perinucleolar compartment,1
7710,GO:0010829,negative regulation of glucose transmembrane transport,1
7575,GO:0051548,negative regulation of keratinocyte migration,1
7713,GO:0019433,triglyceride catabolic process,1
7714,GO:0031392,regulation of prostaglandin biosynthetic process,1
7574,GO:0045110,intermediate filament bundle assembly,1
7573,GO:0045109,intermediate filament organization,1
7572,GO:0045095,keratin filament,1
7571,GO:0019215,intermediate filament binding,1
7570,GO:0016327,apicolateral plasma membrane,1
7721,GO:0099178,regulation of retrograde trans-synaptic signaling by endocanabinoid,1
7567,GO:1904783,positive regulation of NMDA glutamate receptor activity,1
7351,GO:0001588,"dopamine neurotransmitter receptor activity, coupled via Gs",1
7350,GO:1902871,positive regulation of amacrine cell differentiation,1
7869,GO:0030500,regulation of bone mineralization,1
7012,GO:0051539,"4 iron, 4 sulfur cluster binding",1
8040,GO:0071514,genetic imprinting,1
8041,GO:2000828,regulation of parathyroid hormone secretion,1
7058,GO:0001976,nervous system process involved in regulation of systemic arterial blood pressure,1
7041,GO:0051491,positive regulation of filopodium assembly,1
7028,GO:0035374,chondroitin sulfate binding,1
7027,GO:0031941,filamentous actin,1
7026,GO:0031005,filamin binding,1
7013,GO:0004157,dihydropyrimidinase activity,1
7004,GO:0046135,pyrimidine nucleoside catabolic process,1
8000,GO:0071361,cellular response to ethanol,1
8058,GO:0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,1
8059,GO:1904929,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",1
8060,GO:1905475,regulation of protein localization to membrane,1
8061,GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,1
8062,GO:0006072,glycerol-3-phosphate metabolic process,1
7003,GO:0019483,beta-alanine biosynthetic process,1
7002,GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity,1
8065,GO:0006127,glycerophosphate shuttle,1
8036,GO:0051430,corticotropin-releasing hormone receptor 1 binding,1
8035,GO:0048589,developmental growth,1
8034,GO:0045672,positive regulation of osteoclast differentiation,1
7093,GO:0014854,response to inactivity,1
7135,GO:0048149,behavioral response to ethanol,1
7132,GO:0046676,negative regulation of insulin secretion,1
7131,GO:0045824,negative regulation of innate immune response,1
7130,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,1
8010,GO:0005834,heterotrimeric G-protein complex,1
7127,GO:0043473,pigmentation,1
7115,GO:0042321,"negative regulation of circadian sleep/wake cycle, sleep",1
8015,GO:0007606,sensory perception of chemical stimulus,1
8016,GO:0010856,adenylate cyclase activator activity,1
8017,GO:0031683,G-protein beta/gamma-subunit complex binding,1
8018,GO:0031698,beta-2 adrenergic receptor binding,1
8019,GO:0031852,mu-type opioid receptor binding,1
8024,GO:0040032,post-embryonic body morphogenesis,1
7100,GO:0032228,"regulation of synaptic transmission, GABAergic",1
7099,GO:0031223,auditory behavior,1
7098,GO:0021984,adenohypophysis development,1
7094,GO:0021769,orbitofrontal cortex development,1
8066,GO:0009331,glycerol-3-phosphate dehydrogenase complex,1
8067,GO:0019563,glycerol catabolic process,1
7001,GO:0006214,thymidine catabolic process,1
8092,GO:0018158,protein oxidation,1
8095,GO:0033599,regulation of mammary gland epithelial cell proliferation,1
6969,GO:0045499,chemorepellent activity,1
6968,GO:0043542,endothelial cell migration,1
6967,GO:0036343,psychomotor behavior,1
6964,GO:0033632,regulation of cell-cell adhesion mediated by integrin,1
6963,GO:0031258,lamellipodium membrane,1
6958,GO:0010716,negative regulation of extracellular matrix disassembly,1
8105,GO:0043403,skeletal muscle tissue regeneration,1
8106,GO:0043534,blood vessel endothelial cell migration,1
8107,GO:0045454,cell redox homeostasis,1
8108,GO:0047066,phospholipid-hydroperoxide glutathione peroxidase activity,1
8111,GO:0051702,biological process involved in interaction with symbiont,1
8112,GO:0060055,angiogenesis involved in wound healing,1
8116,GO:0097413,Lewy body,1
6946,GO:0070006,metalloaminopeptidase activity,1
6942,GO:1904754,positive regulation of vascular associated smooth muscle cell migration,1
6941,GO:1904694,negative regulation of vascular associated smooth muscle contraction,1
6970,GO:0046581,intercellular canaliculus,1
6986,GO:0090024,negative regulation of neutrophil chemotaxis,1
7000,GO:0006212,uracil catabolic process,1
8089,GO:0009650,UV protection,1
8070,GO:0052591,sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity,1
8071,GO:0008188,neuropeptide receptor activity,1
8072,GO:0030544,Hsp70 protein binding,1
8073,GO:0031072,heat shock protein binding,1
8074,GO:0031987,locomotion involved in locomotory behavior,1
8075,GO:0036505,prosaposin receptor activity,1
8076,GO:0042923,neuropeptide binding,1
8077,GO:1903206,negative regulation of hydrogen peroxide-induced cell death,1
8078,GO:0001885,endothelial cell development,1
6999,GO:0006210,thymine catabolic process,1
6996,GO:0006145,purine nucleobase catabolic process,1
6995,GO:0002058,uracil binding,1
6994,GO:1901379,regulation of potassium ion transmembrane transport,1
8085,GO:0004602,glutathione peroxidase activity,1
8086,GO:0006641,triglyceride metabolic process,1
8087,GO:0009410,response to xenobiotic stimulus,1
8088,GO:0009609,response to symbiotic bacterium,1
8001,GO:0001664,G protein-coupled receptor binding,1
7997,GO:0071230,cellular response to amino acid stimulus,1
7870,GO:0030502,negative regulation of bone mineralization,1
7914,GO:1905150,regulation of voltage-gated sodium channel activity,1
7316,GO:0010259,multicellular organism aging,1
7305,GO:0006584,catecholamine metabolic process,1
7902,GO:0106177,cyclic-GMP-AMP hydrolase activity,1
7903,GO:1990787,negative regulation of hh target transcription factor activity,1
7304,GO:0006520,cellular amino acid metabolic process,1
7303,GO:0004058,aromatic-L-amino-acid decarboxylase activity,1
7906,GO:0017080,sodium channel regulator activity,1
7913,GO:1903421,regulation of synaptic vesicle recycling,1
7289,GO:0150012,positive regulation of neuron projection arborization,1
7996,GO:0060012,"synaptic transmission, glycinergic",1
7288,GO:0090179,planar cell polarity pathway involved in neural tube closure,1
7278,GO:0038031,non-canonical Wnt signaling pathway via JNK cascade,1
7259,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1
7251,GO:0048870,cell motility,1
7929,GO:0004965,G protein-coupled GABA receptor activity,1
7244,GO:0031673,H zone,1
7932,GO:0038039,G protein-coupled receptor heterodimeric complex,1
7933,GO:0150099,neuron-glial cell signaling,1
7317,GO:0015842,aminergic neurotransmitter loading into synaptic vesicle,1
7897,GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,1
7896,GO:0047429,nucleoside-triphosphate diphosphatase activity,1
7320,GO:0016831,carboxy-lyase activity,1
7871,GO:0030505,inorganic diphosphate transport,1
7872,GO:0030643,cellular phosphate ion homeostasis,1
7873,GO:0030730,sequestering of triglyceride,1
7874,GO:0031214,biomineral tissue development,1
7341,GO:0046533,negative regulation of photoreceptor cell differentiation,1
7340,GO:0042475,odontogenesis of dentin-containing tooth,1
7339,GO:0021893,cerebral cortex GABAergic interneuron fate commitment,1
7882,GO:0035529,NADH pyrophosphatase activity,1
7883,GO:0036218,dTTP diphosphatase activity,1
7336,GO:0021544,subpallium development,1
7887,GO:0045719,negative regulation of glycogen biosynthetic process,1
7330,GO:0052314,phytoalexin metabolic process,1
7329,GO:0046684,response to pyrethroid,1
7328,GO:0042427,serotonin biosynthetic process,1
7327,GO:0042423,catecholamine biosynthetic process,1
7326,GO:0036468,L-dopa decarboxylase activity,1
7321,GO:0033076,isoquinoline alkaloid metabolic process,1
7934,GO:1902710,GABA receptor complex,1
7935,GO:0004890,GABA-A receptor activity,1
7936,GO:0005237,inhibitory extracellular ligand-gated ion channel activity,1
7185,GO:0002016,regulation of blood volume by renin-angiotensin,1
7967,GO:0006147,guanine catabolic process,1
7179,GO:1990384,hyaloid vascular plexus regression,1
7970,GO:0008892,guanine deaminase activity,1
7971,GO:0019239,deaminase activity,1
7972,GO:0046098,guanine metabolic process,1
7176,GO:1900168,positive regulation of glial cell-derived neurotrophic factor production,1
7175,GO:0099170,postsynaptic modulation of chemical synaptic transmission,1
7978,GO:0010454,negative regulation of cell fate commitment,1
7979,GO:0004462,lactoylglutathione lyase activity,1
7982,GO:0006090,pyruvate metabolic process,1
7987,GO:0009438,methylglyoxal metabolic process,1
7988,GO:0030316,osteoclast differentiation,1
7156,GO:0051823,regulation of synapse structural plasticity,1
7155,GO:0051586,positive regulation of dopamine uptake involved in synaptic transmission,1
7991,GO:0016594,glycine binding,1
7992,GO:0016934,extracellularly glycine-gated chloride channel activity,1
7993,GO:0022852,glycine-gated chloride ion channel activity,1
7966,GO:0006139,nucleobase-containing compound metabolic process,1
7207,GO:0032416,negative regulation of sodium:proton antiporter activity,1
7937,GO:0008503,benzodiazepine receptor activity,1
7208,GO:0035483,gastric emptying,1
7938,GO:0022851,GABA-gated chloride ion channel activity,1
7243,GO:0031581,hemidesmosome assembly,1
7242,GO:0031252,cell leading edge,1
7941,GO:0051932,"synaptic transmission, GABAergic",1
7944,GO:0099060,integral component of postsynaptic specialization membrane,1
7945,GO:1902711,GABA-A receptor complex,1
7239,GO:0030011,maintenance of cell polarity,1
7227,GO:0060161,positive regulation of dopamine receptor signaling pathway,1
7226,GO:0050883,"musculoskeletal movement, spinal reflex action",1
7221,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",1
7956,GO:0018242,protein O-linked glycosylation via serine,1
7957,GO:0018243,protein O-linked glycosylation via threonine,1
7958,GO:0001544,initiation of primordial ovarian follicle growth,1
7959,GO:0001547,antral ovarian follicle growth,1
7960,GO:0005884,actin filament,1
7961,GO:0008093,cytoskeletal anchor activity,1
7962,GO:0008593,regulation of Notch signaling pathway,1
8620,GO:0008568,microtubule-severing ATPase activity,1
8621,GO:0016853,isomerase activity,1
6204,GO:0032051,clathrin light chain binding,1
9239,GO:0051963,regulation of synapse assembly,1
9227,GO:0016528,sarcoplasm,1
9228,GO:0030220,platelet formation,1
9229,GO:0030224,monocyte differentiation,1
9232,GO:0035914,skeletal muscle cell differentiation,1
9233,GO:0035984,cellular response to trichostatin A,1
9234,GO:0048667,cell morphogenesis involved in neuron differentiation,1
9235,GO:0048703,embryonic viscerocranium morphogenesis,1
5049,GO:0016874,ligase activity,1
5012,GO:2001044,regulation of integrin-mediated signaling pathway,1
5000,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,1
5011,GO:0090322,regulation of superoxide metabolic process,1
5010,GO:0090022,regulation of neutrophil chemotaxis,1
5009,GO:0061812,cyclic ADP-ribose hydrolase,1
9244,GO:0060045,positive regulation of cardiac muscle cell proliferation,1
9245,GO:0060297,regulation of sarcomere organization,1
9246,GO:0060536,cartilage morphogenesis,1
9247,GO:0060998,regulation of dendritic spine development,1
9248,GO:0061333,renal tubule morphogenesis,1
9226,GO:0014902,myotube differentiation,1
9225,GO:0014033,neural crest cell differentiation,1
9224,GO:0010694,positive regulation of alkaline phosphatase activity,1
9223,GO:0007521,muscle cell fate determination,1
9206,GO:0051168,nuclear export,1
9207,GO:0051255,spindle midzone assembly,1
9208,GO:0060682,primary ureteric bud growth,1
9209,GO:0072197,ureter morphogenesis,1
9210,GO:1900181,negative regulation of protein localization to nucleus,1
9211,GO:0016592,mediator complex,1
5059,GO:0038061,NIK/NF-kappaB signaling,1
5058,GO:0033598,mammary gland epithelial cell proliferation,1
9214,GO:0001782,B cell homeostasis,1
9215,GO:0002467,germinal center formation,1
9216,GO:0002634,regulation of germinal center formation,1
9217,GO:0003138,primary heart field specification,1
9218,GO:0003151,outflow tract morphogenesis,1
9219,GO:0003185,sinoatrial valve morphogenesis,1
9220,GO:0003211,cardiac ventricle formation,1
9221,GO:0003680,minor groove of adenine-thymine-rich DNA binding,1
9222,GO:0007519,skeletal muscle tissue development,1
5008,GO:0061811,ADP-ribosyl cyclase activity,1
7630,GO:0051601,exocyst localization,1
6203,GO:0030136,clathrin-coated vesicle,1
9290,GO:2000145,regulation of cell motility,1
9282,GO:0048641,regulation of skeletal muscle tissue development,1
9283,GO:0051147,regulation of muscle cell differentiation,1
9284,GO:0051451,myoblast migration,1
9285,GO:0055001,muscle cell development,1
9286,GO:1902742,apoptotic process involved in development,1
9287,GO:2000288,positive regulation of myoblast proliferation,1
9288,GO:0010842,retina layer formation,1
9289,GO:0032886,regulation of microtubule-based process,1
9291,GO:0001841,neural tube formation,1
9254,GO:0071864,positive regulation of cell proliferation in bone marrow,1
9292,GO:0045844,positive regulation of striated muscle tissue development,1
9293,GO:0010744,positive regulation of macrophage derived foam cell differentiation,1
9294,GO:0010886,positive regulation of cholesterol storage,1
9295,GO:0038024,cargo receptor activity,1
4957,GO:0099122,RNA polymerase II C-terminal domain binding,1
4956,GO:0070577,lysine-acetylated histone binding,1
4947,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,1
868,GO:0090554,phosphatidylcholine floppase activity,1
9281,GO:0048627,myoblast development,1
9280,GO:0043654,recognition of apoptotic cell,1
4958,GO:0106140,P-TEFb complex binding,1
4959,GO:1901407,regulation of phosphorylation of RNA polymerase II C-terminal domain,1
9255,GO:0072102,glomerulus morphogenesis,1
9256,GO:0072160,nephron tubule epithelial cell differentiation,1
9261,GO:1905563,negative regulation of vascular endothelial cell proliferation,1
9262,GO:2000111,positive regulation of macrophage apoptotic process,1
9263,GO:2000311,regulation of AMPA receptor activity,1
4963,GO:0002691,regulation of cellular extravasation,1
4962,GO:0001952,regulation of cell-matrix adhesion,1
9268,GO:2001013,epithelial cell proliferation involved in renal tubule morphogenesis,1
9269,GO:2001016,positive regulation of skeletal muscle cell differentiation,1
9270,GO:0001849,complement component C1q complex binding,1
9271,GO:0014719,skeletal muscle satellite cell activation,1
9272,GO:0014841,skeletal muscle satellite cell proliferation,1
9273,GO:0022409,positive regulation of cell-cell adhesion,1
9274,GO:0033002,muscle cell proliferation,1
4961,GO:0001931,uropod,1
4960,GO:2001255,positive regulation of histone H3-K36 trimethylation,1
9277,GO:0043277,apoptotic cell clearance,1
5068,GO:0042753,positive regulation of circadian rhythm,1
5069,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,1
5078,GO:0045309,protein phosphorylated amino acid binding,1
9134,GO:2000641,regulation of early endosome to late endosome transport,1
5197,GO:0044216,other organism cell,1
5196,GO:0032490,detection of molecule of bacterial origin,1
9128,GO:0072584,caveolin-mediated endocytosis,1
9129,GO:0090170,regulation of Golgi inheritance,1
9130,GO:0120041,positive regulation of macrophage proliferation,1
9131,GO:1904355,positive regulation of telomere capping,1
9132,GO:1904417,positive regulation of xenophagy,1
9133,GO:1905050,positive regulation of metallopeptidase activity,1
9135,GO:2000657,negative regulation of apolipoprotein binding,1
5081,GO:0045879,negative regulation of smoothened signaling pathway,1
5195,GO:0030449,regulation of complement activation,1
5191,GO:0008228,opsonization,1
5190,GO:0006958,"complement activation, classical pathway",1
9139,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",1
9140,GO:0048156,tau protein binding,1
9141,GO:0050321,tau-protein kinase activity,1
9142,GO:0050773,regulation of dendrite development,1
9143,GO:0051654,establishment of mitochondrion localization,1
9125,GO:0070849,response to epidermal growth factor,1
9124,GO:0061308,cardiac neural crest cell development involved in heart development,1
9123,GO:0060440,trachea formation,1
9122,GO:0060425,lung morphogenesis,1
9101,GO:0034198,cellular response to amino acid starvation,1
5314,GO:0010045,response to nickel cation,1
9104,GO:0035066,positive regulation of histone acetylation,1
9105,GO:0042473,outer ear morphogenesis,1
9106,GO:0043330,response to exogenous dsRNA,1
5300,GO:0050908,detection of light stimulus involved in visual perception,1
5299,GO:0050856,regulation of T cell receptor signaling pathway,1
5290,GO:0043029,T cell homeostasis,1
5289,GO:1904645,response to amyloid-beta,1
5258,GO:0048265,response to pain,1
5217,GO:0016836,hydro-lyase activity,1
5214,GO:0006730,one-carbon metabolic process,1
9117,GO:0051090,regulation of DNA-binding transcription factor activity,1
9118,GO:0051493,regulation of cytoskeleton organization,1
5213,GO:0004089,carbonate dehydratase activity,1
5212,GO:2000427,positive regulation of apoptotic cell clearance,1
9121,GO:0060020,Bergmann glial cell differentiation,1
9144,GO:0070300,phosphatidic acid binding,1
5189,GO:0006956,complement activation,1
5185,GO:0001848,complement binding,1
845,GO:0034205,amyloid-beta formation,1
851,GO:0038027,apolipoprotein A-I-mediated signaling pathway,1
9180,GO:0006271,DNA strand elongation involved in DNA replication,1
852,GO:0042985,negative regulation of amyloid precursor protein biosynthetic process,1
853,GO:0043409,negative regulation of MAPK cascade,1
854,GO:0044857,plasma membrane raft organization,1
855,GO:0045332,phospholipid translocation,1
9185,GO:1902975,mitotic DNA replication initiation,1
856,GO:0045806,negative regulation of endocytosis,1
9188,GO:1902969,mitotic DNA replication,1
9189,GO:1990518,single-stranded 3'-5' DNA helicase activity,1
9190,GO:0000132,establishment of mitotic spindle orientation,1
9191,GO:0043549,regulation of kinase activity,1
9192,GO:0046605,regulation of centrosome cycle,1
9193,GO:0060623,regulation of chromosome condensation,1
9194,GO:0071850,mitotic cell cycle arrest,1
9195,GO:0007389,pattern specification process,1
9196,GO:0021522,spinal cord motor neuron differentiation,1
846,GO:0034380,high-density lipoprotein particle assembly,1
844,GO:0034188,apolipoprotein A-I receptor activity,1
5184,GO:0031274,positive regulation of pseudopodium assembly,1
843,GO:0033700,phospholipid efflux,1
813,GO:0010875,positive regulation of cholesterol efflux,1
9152,GO:0010385,double-stranded methylated DNA binding,1
5142,GO:1990757,ubiquitin ligase activator activity,1
5141,GO:1990756,ubiquitin ligase-substrate adaptor activity,1
9156,GO:0045322,unmethylated CpG binding,1
5140,GO:1904668,positive regulation of ubiquitin protein ligase activity,1
5139,GO:1901990,regulation of mitotic cell cycle phase transition,1
5138,GO:0071407,cellular response to organic cyclic compound,1
9162,GO:0031492,nucleosomal DNA binding,1
5119,GO:0060828,regulation of canonical Wnt signaling pathway,1
9166,GO:0003696,satellite DNA binding,1
9167,GO:0004520,endodeoxyribonuclease activity,1
9168,GO:0008263,pyrimidine-specific mismatch base pair DNA N-glycosylase activity,1
9169,GO:0019104,DNA N-glycosylase activity,1
9170,GO:0045008,depyrimidination,1
9171,GO:0010369,chromocenter,1
842,GO:0033344,cholesterol efflux,1
869,GO:0090556,phosphatidylserine floppase activity,1
9303,GO:0010038,response to metal ion,1
872,GO:0140328,floppase activity,1
9438,GO:0060689,cell differentiation involved in salivary gland development,1
9430,GO:0021740,principal sensory nucleus of trigeminal nerve development,1
9431,GO:0021960,anterior commissure morphogenesis,1
9432,GO:0044300,cerebellar mossy fiber,1
9433,GO:0060486,club cell differentiation,1
4814,GO:0060711,labyrinthine layer development,1
882,GO:1903898,negative regulation of PERK-mediated unfolded protein response,1
9436,GO:0060510,type II pneumocyte differentiation,1
9437,GO:0060662,salivary gland cavitation,1
9439,GO:0061141,lung ciliated cell differentiation,1
9403,GO:0051152,positive regulation of smooth muscle cell differentiation,1
9440,GO:2000791,negative regulation of mesenchymal cell proliferation involved in lung development,1
9441,GO:2000795,negative regulation of epithelial cell proliferation involved in lung morphogenesis,1
883,GO:2000010,positive regulation of protein localization to cell surface,1
890,GO:0002003,angiotensin maturation,1
891,GO:0002019,regulation of renal output by angiotensin,1
892,GO:0002446,neutrophil mediated immunity,1
897,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,1
898,GO:0003084,positive regulation of systemic arterial blood pressure,1
9427,GO:0072189,ureter development,1
9426,GO:0019079,viral genome replication,1
9425,GO:0098797,plasma membrane protein complex,1
9424,GO:0055072,iron ion homeostasis,1
9405,GO:0060065,uterus development,1
9406,GO:0060157,urinary bladder development,1
9407,GO:0060354,negative regulation of cell adhesion molecule production,1
