,GO_ID,GO_term,GO_term_count
1755,GO:0032635,interleukin-6 production,1
1763,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,1
1824,GO:0046697,decidualization,1
1888,GO:1903699,tarsal gland development,1
1889,GO:1903709,uterine gland development,1
2517,GO:0051899,membrane depolarization,1
2509,GO:0022843,voltage-gated cation channel activity,1
1903,GO:0030122,AP-2 adaptor complex,1
2494,GO:1990454,L-type voltage-gated calcium channel complex,1
2493,GO:0098912,membrane depolarization during atrial cardiac muscle cell action potential,1
2492,GO:0098911,regulation of ventricular cardiac muscle cell action potential,1
2487,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,1
2486,GO:0086056,voltage-gated calcium channel activity involved in AV node cell action potential,1
2485,GO:0086045,membrane depolarization during AV node cell action potential,1
2484,GO:0086012,membrane depolarization during cardiac muscle cell action potential,1
2472,GO:0061577,calcium ion transmembrane transport via high voltage-gated calcium channel,1
2466,GO:0051393,alpha-actinin binding,1
2449,GO:0035585,calcium-mediated signaling using extracellular calcium source,1
1907,GO:0030669,clathrin-coated endocytic vesicle membrane,1
1908,GO:0032802,low-density lipoprotein particle receptor catabolic process,1
1727,GO:0048484,enteric nervous system development,1
1725,GO:0044241,lipid digestion,1
1075,GO:0033365,protein localization to organelle,1
1721,GO:0021853,cerebral cortex GABAergic interneuron migration,1
2753,GO:1902017,regulation of cilium assembly,1
1436,GO:0048705,skeletal system morphogenesis,1
2741,GO:0097542,ciliary tip,1
2723,GO:0044294,dendritic growth cone,1
2715,GO:0036064,ciliary basal body,1
2708,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,1
2707,GO:0045664,regulation of neuron differentiation,1
1442,GO:0060348,bone development,1
2691,GO:0090288,negative regulation of cellular response to growth factor stimulus,1
2690,GO:0090280,positive regulation of calcium ion import,1
2689,GO:0061045,negative regulation of wound healing,1
2685,GO:0046710,GDP metabolic process,1
2684,GO:0046037,GMP metabolic process,1
1478,GO:0002931,response to ischemia,1
1508,GO:0031491,nucleosome binding,1
1509,GO:0035060,brahma complex,1
2620,GO:0005652,nuclear lamina,1
2617,GO:0004385,guanylate kinase activity,1
1568,GO:0097026,dendritic cell dendrite assembly,1
1569,GO:1904385,cellular response to angiotensin,1
1716,GO:0021759,globus pallidus development,1
1719,GO:0021831,embryonic olfactory bulb interneuron precursor migration,1
1720,GO:0021846,cell proliferation in forebrain,1
1909,GO:0034383,low-density lipoprotein particle clearance,1
1910,GO:0035615,clathrin adaptor activity,1
1911,GO:0036020,endolysosome membrane,1
1924,GO:0045334,clathrin-coated endocytic vesicle,1
2059,GO:0031297,replication fork processing,1
2060,GO:0032206,positive regulation of telomere maintenance,1
2235,GO:0010828,positive regulation of glucose transmembrane transport,1
2074,GO:0035128,post-embryonic forelimb morphogenesis,1
2217,GO:0000186,activation of MAPKK activity,1
2083,GO:0060009,Sertoli cell development,1
2086,GO:0070192,chromosome organization involved in meiotic cell cycle,1
2087,GO:0070198,"protein localization to chromosome, telomeric region",1
2088,GO:0072520,seminiferous tubule development,1
2091,GO:0099115,"chromosome, subtelomeric region",1
2202,GO:2000173,negative regulation of branching morphogenesis of a nerve,1
2201,GO:2000171,negative regulation of dendrite development,1
2200,GO:1905232,cellular response to L-glutamate,1
2199,GO:1904800,negative regulation of neuron remodeling,1
2198,GO:1903860,negative regulation of dendrite extension,1
2092,GO:1900112,regulation of histone H3-K9 trimethylation,1
2093,GO:1901581,negative regulation of telomeric RNA transcription from RNA pol II promoter,1
2094,GO:1901582,positive regulation of telomeric RNA transcription from RNA pol II promoter,1
2095,GO:1904908,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric",1
2185,GO:1904183,negative regulation of pyruvate dehydrogenase activity,1
2184,GO:0047323,[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity,1
2168,GO:0009063,cellular amino acid catabolic process,1
2121,GO:0035022,positive regulation of Rac protein signal transduction,1
2245,GO:0033138,positive regulation of peptidyl-serine phosphorylation,1
2056,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",1
2261,GO:0070413,trehalose metabolism in response to stress,1
2363,GO:0090176,microtubule cytoskeleton organization involved in establishment of planar polarity,1
1929,GO:0048268,clathrin coat assembly,1
1934,GO:0061024,membrane organization,1
1935,GO:0072583,clathrin-dependent endocytosis,1
1948,GO:0035517,PR-DUB complex,1
1949,GO:0042975,peroxisome proliferator activated receptor binding,1
1950,GO:0051055,negative regulation of lipid biosynthetic process,1
1951,GO:0000212,meiotic spindle organization,1
2368,GO:0002520,immune system development,1
2367,GO:2000807,regulation of synaptic vesicle clustering,1
2364,GO:0150034,distal axon,1
2362,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,1
2262,GO:0071277,cellular response to calcium ion,1
2359,GO:0060590,ATPase regulator activity,1
2007,GO:0006334,nucleosome assembly,1
2324,GO:0043462,regulation of ATPase activity,1
2323,GO:0042149,cellular response to glucose starvation,1
2322,GO:0036503,ERAD pathway,1
2300,GO:0006887,exocytosis,1
2008,GO:0006336,DNA replication-independent nucleosome assembly,1
2035,GO:0010571,positive regulation of nuclear cell cycle DNA replication,1
2036,GO:0015616,DNA translocase activity,1
2263,GO:0090150,establishment of protein localization to membrane,1
2754,GO:0000380,"alternative mRNA splicing, via spliceosome",1
2762,GO:0000900,"translation repressor activity, mRNA regulatory element binding",1
2769,GO:0006376,mRNA splice site selection,1
2987,GO:0045945,positive regulation of transcription by RNA polymerase III,1
1140,GO:0051279,regulation of release of sequestered calcium ion into cytosol,1
1141,GO:0051924,regulation of calcium ion transport,1
1142,GO:0051928,positive regulation of calcium ion transport,1
1145,GO:0055117,regulation of cardiac muscle contraction,1
1146,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,1
1147,GO:0070296,sarcoplasmic reticulum calcium ion transport,1
1148,GO:0070972,protein localization to endoplasmic reticulum,1
1160,GO:0086004,regulation of cardiac muscle cell contraction,1
1161,GO:0086005,ventricular cardiac muscle cell action potential,1
1164,GO:0086015,SA node cell action potential,1
1165,GO:0086046,membrane depolarization during SA node cell action potential,1
1166,GO:0086066,atrial cardiac muscle cell to AV node cell communication,1
1167,GO:0086070,SA node cell to atrial cardiac muscle cell communication,1
1171,GO:0098907,regulation of SA node cell action potential,1
1172,GO:0098910,regulation of atrial cardiac muscle cell action potential,1
1173,GO:0140031,phosphorylation-dependent protein binding,1
1174,GO:1901018,positive regulation of potassium ion transmembrane transporter activity,1
1175,GO:1901019,regulation of calcium ion transmembrane transporter activity,1
1176,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,1
3029,GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",1
3026,GO:0030015,CCR4-NOT core complex,1
3025,GO:0030014,CCR4-NOT complex,1
3022,GO:0001829,trophectodermal cell differentiation,1
1104,GO:0043268,positive regulation of potassium ion transport,1
3118,GO:0008589,regulation of smoothened signaling pathway,1
3152,GO:0042592,homeostatic process,1
3222,GO:0030670,phagocytic vesicle membrane,1
3258,GO:0061502,early endosome to recycling endosome transport,1
3257,GO:0051126,negative regulation of actin nucleation,1
3250,GO:0050870,positive regulation of T cell activation,1
3241,GO:0043548,phosphatidylinositol 3-kinase binding,1
3240,GO:0043320,natural killer cell degranulation,1
3239,GO:0043029,T cell homeostasis,1
3231,GO:0038180,nerve growth factor signaling pathway,1
3228,GO:0032796,uropod organization,1
3227,GO:0032036,myosin heavy chain binding,1
3226,GO:0031589,cell-substrate adhesion,1
3221,GO:0030595,leukocyte chemotaxis,1
3155,GO:0042981,regulation of apoptotic process,1
1081,GO:0036309,protein localization to M-band,1
1082,GO:0036371,protein localization to T-tubule,1
3192,GO:0003785,actin monomer binding,1
3186,GO:0001891,phagocytic cup,1
3185,GO:0001845,phagolysosome assembly,1
3184,GO:0001772,immunological synapse,1
3183,GO:0001771,immunological synapse formation,1
3182,GO:1990258,histone glutamine methylation,1
3157,GO:0045637,regulation of myeloid cell differentiation,1
3156,GO:0043426,MRF binding,1
3002,GO:2000270,negative regulation of fibroblast apoptotic process,1
1208,GO:0007009,plasma membrane organization,1
2772,GO:0009792,embryo development ending in birth or egg hatching,1
1228,GO:0007528,neuromuscular junction development,1
2884,GO:0007628,adult walking behavior,1
2879,GO:0007512,adult heart development,1
2878,GO:0006364,rRNA processing,1
2877,GO:0003226,right ventricular compact myocardium morphogenesis,1
2876,GO:0003222,ventricular trabecula myocardium morphogenesis,1
2872,GO:0001974,blood vessel remodeling,1
2868,GO:0070615,nucleosome-dependent ATPase activity,1
2867,GO:0036121,double-stranded DNA helicase activity,1
1283,GO:0045838,positive regulation of membrane potential,1
1284,GO:0071286,cellular response to magnesium ion,1
1287,GO:0072660,maintenance of protein location in plasma membrane,1
1292,GO:0099612,protein localization to axon,1
1293,GO:1900827,positive regulation of membrane depolarization during cardiac muscle cell action potential,1
1294,GO:1902260,negative regulation of delayed rectifier potassium channel activity,1
1295,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,1
2834,GO:0007098,centrosome cycle,1
2833,GO:0007051,spindle organization,1
2832,GO:0006333,chromatin assembly or disassembly,1
1302,GO:0001894,tissue homeostasis,1
2810,GO:0090543,Flemming body,1
2783,GO:1902866,regulation of retina development in camera-type eye,1
2779,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",1
2776,GO:0042835,BRE binding,1
2885,GO:0008015,blood circulation,1
2886,GO:0009617,response to bacterium,1
2887,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1
2926,GO:0060429,epithelium development,1
1246,GO:0010650,positive regulation of cell communication by electrical coupling,1
1247,GO:0010765,positive regulation of sodium ion transport,1
1248,GO:0010960,magnesium ion homeostasis,1
1249,GO:0014731,spectrin-associated cytoskeleton,1
1253,GO:0016529,sarcoplasmic reticulum,1
1264,GO:0034112,positive regulation of homotypic cell-cell adhesion,1
1265,GO:0043001,Golgi to plasma membrane protein transport,1
2945,GO:0008094,DNA-dependent ATPase activity,1
1272,GO:0043266,regulation of potassium ion transport,1
2927,GO:0062009,secondary palate development,1
2925,GO:0060411,cardiac septum morphogenesis,1
2888,GO:0021545,cranial nerve development,1
2921,GO:0060324,face development,1
2920,GO:0060173,limb development,1
2919,GO:0060123,regulation of growth hormone secretion,1
2905,GO:0048752,semicircular canal morphogenesis,1
2904,GO:0043584,nose development,1
2901,GO:0042048,olfactory behavior,1
2896,GO:0035909,aorta morphogenesis,1
2893,GO:0030540,female genitalia development,1
2892,GO:0030217,T cell differentiation,1
2889,GO:0021553,olfactory nerve development,1
4036,GO:0006139,nucleobase-containing compound metabolic process,1
4037,GO:0006208,pyrimidine nucleobase catabolic process,1
4051,GO:0007162,negative regulation of cell adhesion,1
4952,GO:0036151,phosphatidylcholine acyl-chain remodeling,1
4947,GO:0021591,ventricular system development,1
4940,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,1
4939,GO:0060399,positive regulation of growth hormone receptor signaling pathway,1
4936,GO:0040014,regulation of multicellular organism growth,1
4935,GO:0070534,protein K63-linked ubiquitination,1
4934,GO:0051127,positive regulation of actin nucleation,1
4930,GO:0042147,"retrograde transport, endosome to Golgi",1
4929,GO:0034314,Arp2/3 complex-mediated actin nucleation,1
4928,GO:0030904,retromer complex,1
4921,GO:0140297,DNA-binding transcription factor binding,1
4920,GO:0051893,regulation of focal adhesion assembly,1
4919,GO:0046985,positive regulation of hemoglobin biosynthetic process,1
4918,GO:0045647,negative regulation of erythrocyte differentiation,1
4917,GO:0043973,histone H3-K4 acetylation,1
4916,GO:0043549,regulation of kinase activity,1
4915,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,1
4914,GO:0030334,regulation of cell migration,1
4908,GO:2001034,positive regulation of double-strand break repair via nonhomologous end joining,1
4907,GO:1904047,S-adenosyl-L-methionine binding,1
4906,GO:0045830,positive regulation of isotype switching,1
4901,GO:0034773,histone H4-K20 trimethylation,1
4900,GO:1905437,positive regulation of histone H3-K4 trimethylation,1
4899,GO:0042119,neutrophil activation,1
4948,GO:0030258,lipid modification,1
4955,GO:0047144,2-acylglycerol-3-phosphate O-acyltransferase activity,1
4711,GO:0032729,positive regulation of interferon-gamma production,1
4961,GO:0008327,methyl-CpG binding,1
5038,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter,1
5032,GO:0042809,vitamin D receptor binding,1
5031,GO:0042632,cholesterol homeostasis,1
5022,GO:1990535,neuron projection maintenance,1
5021,GO:1903829,positive regulation of cellular protein localization,1
5020,GO:1902817,negative regulation of protein localization to microtubule,1
5019,GO:1901588,dendritic microtubule,1
5018,GO:0150001,primary dendrite,1
5017,GO:0099642,retrograde axonal protein transport,1
5016,GO:0099641,anterograde axonal protein transport,1
5013,GO:0050882,voluntary musculoskeletal movement,1
5012,GO:0044307,dendritic branch,1
5005,GO:0031114,regulation of microtubule depolymerization,1
5000,GO:0015631,tubulin binding,1
4996,GO:0005875,microtubule associated complex,1
4995,GO:0005198,structural molecule activity,1
563,GO:0019934,cGMP-mediated signaling,1
601,GO:0032091,negative regulation of protein binding,1
604,GO:0033484,nitric oxide homeostasis,1
605,GO:0042277,peptide binding,1
4980,GO:1905643,positive regulation of DNA methylation,1
4979,GO:0090063,positive regulation of microtubule nucleation,1
4971,GO:0043537,negative regulation of blood vessel endothelial cell migration,1
4898,GO:0035327,transcriptionally active chromatin,1
4897,GO:0034968,histone lysine methylation,1
4896,GO:0030218,erythrocyte differentiation,1
4895,GO:0005815,microtubule organizing center,1
4806,GO:0060081,membrane hyperpolarization,1
4805,GO:2000671,regulation of motor neuron apoptotic process,1
4804,GO:1900454,positive regulation of long-term synaptic depression,1
4803,GO:0098900,regulation of action potential,1
4787,GO:0033605,positive regulation of catecholamine secretion,1
4784,GO:0032590,dendrite membrane,1
4783,GO:0031669,cellular response to nutrient levels,1
4782,GO:0010701,positive regulation of norepinephrine secretion,1
4758,GO:0044545,NSL complex,1
4751,GO:0043982,histone H4-K8 acetylation,1
4750,GO:0043981,histone H4-K5 acetylation,1
4749,GO:0035035,histone acetyltransferase binding,1
4748,GO:0046543,development of secondary female sexual characteristics,1
4738,GO:0032012,regulation of ARF protein signal transduction,1
4737,GO:2000630,positive regulation of miRNA metabolic process,1
4734,GO:1900029,positive regulation of ruffle assembly,1
4727,GO:0090303,positive regulation of wound healing,1
4720,GO:0046579,positive regulation of Ras protein signal transduction,1
4717,GO:0045740,positive regulation of DNA replication,1
4716,GO:0043406,positive regulation of MAP kinase activity,1
4715,GO:0042832,defense response to protozoan,1
4714,GO:0042088,T-helper 1 type immune response,1
4713,GO:0035900,response to isolation stress,1
4822,GO:0016209,antioxidant activity,1
4831,GO:0072718,response to cisplatin,1
4832,GO:0098869,cellular oxidant detoxification,1
4876,GO:0032411,positive regulation of transporter activity,1
4894,GO:0002446,neutrophil mediated immunity,1
4893,GO:0042054,histone methyltransferase activity,1
4892,GO:2001040,positive regulation of cellular response to drug,1
4891,GO:2000615,regulation of histone H3-K9 acetylation,1
4890,GO:1905642,negative regulation of DNA methylation,1
4884,GO:0080182,histone H3-K4 trimethylation,1
4883,GO:0071440,regulation of histone H3-K14 acetylation,1
4879,GO:0045322,unmethylated CpG binding,1
4878,GO:0044648,histone H3-K4 dimethylation,1
4877,GO:0035162,embryonic hemopoiesis,1
4875,GO:0003680,minor groove of adenine-thymine-rich DNA binding,1
4837,GO:0033601,positive regulation of mammary gland epithelial cell proliferation,1
4872,GO:0071557,histone H3-K27 demethylation,1
4869,GO:0060992,response to fungicide,1
4866,GO:0048333,mesodermal cell differentiation,1
4865,GO:0045446,endothelial cell differentiation,1
4852,GO:0002437,inflammatory response to antigenic stimulus,1
4851,GO:2000864,regulation of estradiol secretion,1
4850,GO:0060763,mammary duct terminal end bud growth,1
4849,GO:0060444,branching involved in mammary gland duct morphogenesis,1
4844,GO:0034721,"histone H3-K4 demethylation, trimethyl-H3-K4-specific",1
4841,GO:0034648,histone demethylase activity (H3-dimethyl-K4 specific),1
5039,GO:0070328,triglyceride homeostasis,1
5040,GO:0001654,eye development,1
5045,GO:0009612,response to mechanical stimulus,1
5155,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,1
5185,GO:1905406,positive regulation of mitotic cohesin loading,1
5182,GO:0071921,cohesin loading,1
5181,GO:0071733,transcriptional activation by promoter-enhancer looping,1
5180,GO:0071481,cellular response to X-ray,1
5179,GO:0071169,establishment of protein localization to chromatin,1
5178,GO:0070550,rDNA condensation,1
5177,GO:0061010,gall bladder development,1
5176,GO:0048703,embryonic viscerocranium morphogenesis,1
5175,GO:0048638,regulation of developmental growth,1
5174,GO:0048592,eye morphogenesis,1
5173,GO:0048589,developmental growth,1
5172,GO:0048557,embryonic digestive tract morphogenesis,1
5169,GO:0042634,regulation of hair cycle,1
5168,GO:0042471,ear morphogenesis,1
5167,GO:0036033,mediator complex binding,1
5166,GO:0035261,external genitalia morphogenesis,1
5165,GO:0035136,forelimb morphogenesis,1
5164,GO:0034088,maintenance of mitotic sister chromatid cohesion,1
5163,GO:0034087,establishment of mitotic sister chromatid cohesion,1
5162,GO:0032116,SMC loading complex,1
5161,GO:0032039,integrator complex,1
5160,GO:0031065,positive regulation of histone deacetylation,1
5159,GO:0007076,mitotic chromosome condensation,1
5186,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,1
5187,GO:2001224,positive regulation of neuron migration,1
5198,GO:0019233,sensory perception of pain,1
5269,GO:2000331,regulation of terminal button organization,1
5292,GO:0042416,dopamine biosynthetic process,1
5291,GO:0042053,regulation of dopamine metabolic process,1
5290,GO:0035259,glucocorticoid receptor binding,1
5289,GO:0034599,cellular response to oxidative stress,1
5286,GO:0021986,habenula development,1
5285,GO:0021953,central nervous system neuron differentiation,1
5284,GO:0021952,central nervous system projection neuron axonogenesis,1
5279,GO:0030518,intracellular steroid hormone receptor signaling pathway,1
5278,GO:0005496,steroid binding,1
5273,GO:0003707,steroid hormone receptor activity,1
5268,GO:0098985,"asymmetric, glutamatergic, excitatory synapse",1
5201,GO:0032230,"positive regulation of synaptic transmission, GABAergic",1
5262,GO:0048709,oligodendrocyte differentiation,1
5253,GO:0030139,endocytic vesicle,1
5252,GO:0006898,receptor-mediated endocytosis,1
5246,GO:1902474,positive regulation of protein localization to synapse,1
5238,GO:0098691,dopaminergic synapse,1
5237,GO:0098690,glycinergic synapse,1
5214,GO:0072553,terminal button organization,1
5213,GO:0060077,inhibitory synapse,1
562,GO:0010835,regulation of protein ADP-ribosylation,1
5202,GO:0045217,cell-cell junction maintenance,1
5156,GO:0003151,outflow tract morphogenesis,1
5151,GO:0098597,observational learning,1
5046,GO:0009880,embryonic pattern specification,1
5150,GO:0061535,"glutamate secretion, neurotransmission",1
5091,GO:0001937,negative regulation of endothelial cell proliferation,1
5088,GO:2000601,positive regulation of Arp2/3 complex-mediated actin nucleation,1
5083,GO:0048010,vascular endothelial growth factor receptor signaling pathway,1
5082,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,1
5081,GO:0031941,filamentous actin,1
5080,GO:0031258,lamellipodium membrane,1
5077,GO:0030866,cortical actin cytoskeleton organization,1
5076,GO:0030838,positive regulation of actin filament polymerization,1
5075,GO:0030031,cell projection assembly,1
5074,GO:0016601,Rac protein signal transduction,1
5073,GO:0001726,ruffle,1
5072,GO:0000902,cell morphogenesis,1
5069,GO:0005802,trans-Golgi network,1
5066,GO:0048468,cell development,1
5063,GO:0017196,N-terminal peptidyl-methionine acetylation,1
5062,GO:0006474,N-terminal protein amino acid acetylation,1
5061,GO:0004596,peptide alpha-N-acetyltransferase activity,1
5054,GO:0048666,neuron development,1
5053,GO:0048665,neuron fate specification,1
5052,GO:0048663,neuron fate commitment,1
5051,GO:0110024,positive regulation of cardiac muscle myoblast proliferation,1
5050,GO:0070848,response to growth factor,1
5047,GO:0045638,negative regulation of myeloid cell differentiation,1
5103,GO:0007154,cell communication,1
5104,GO:0007406,negative regulation of neuroblast proliferation,1
5107,GO:0008429,phosphatidylethanolamine binding,1
5133,GO:0043407,negative regulation of MAP kinase activity,1
5149,GO:0061534,"gamma-aminobutyric acid secretion, neurotransmission",1
5146,GO:0048844,artery morphogenesis,1
5145,GO:0048820,hair follicle maturation,1
5144,GO:0048712,negative regulation of astrocyte differentiation,1
5141,GO:0048485,sympathetic nervous system development,1
5138,GO:0046929,negative regulation of neurotransmitter secretion,1
5137,GO:0045685,regulation of glial cell differentiation,1
5136,GO:0045124,regulation of bone resorption,1
5135,GO:0043535,regulation of blood vessel endothelial cell migration,1
5134,GO:0043473,pigmentation,1
5132,GO:0043087,regulation of GTPase activity,1
5108,GO:0014044,Schwann cell development,1
5131,GO:0042308,negative regulation of protein import into nucleus,1
5128,GO:0035021,negative regulation of Rac protein signal transduction,1
5127,GO:0034605,cellular response to heat,1
5124,GO:0031210,phosphatidylcholine binding,1
5120,GO:0030325,adrenal gland development,1
5119,GO:0030199,collagen fibril organization,1
5118,GO:0030198,extracellular matrix organization,1
5115,GO:0021915,neural tube development,1
5114,GO:0021897,forebrain astrocyte development,1
5111,GO:0021510,spinal cord development,1
4712,GO:0034260,negative regulation of GTPase activity,1
4710,GO:0010863,positive regulation of phospholipase C activity,1
793,GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,1
4246,GO:1905636,positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding,1
4244,GO:0140068,histone crotonyltransferase activity,1
4243,GO:0140067,peptidyl-lysine butyrylation,1
4242,GO:0140066,peptidyl-lysine crotonylation,1
4241,GO:0140065,peptide butyryltransferase activity,1
4240,GO:0097677,STAT family protein binding,1
4239,GO:0097157,pre-mRNA intronic binding,1
4238,GO:0090043,regulation of tubulin deacetylation,1
4237,GO:0061921,peptidyl-lysine propionylation,1
4236,GO:0061920,protein propionyltransferase activity,1
4235,GO:0060765,regulation of androgen receptor signaling pathway,1
4234,GO:0051059,NF-kappaB binding,1
4227,GO:0045721,negative regulation of gluconeogenesis,1
4217,GO:0043969,histone H2B acetylation,1
4214,GO:0043923,positive regulation by host of viral transcription,1
4211,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1
4210,GO:0036268,swimming,1
4207,GO:0033613,activating transcription factor binding,1
4202,GO:0030183,B cell differentiation,1
4201,GO:0018394,peptidyl-lysine acetylation,1
4200,GO:0018393,internal peptidyl-lysine acetylation,1
4189,GO:0010821,regulation of mitochondrion organization,1
4188,GO:0010742,macrophage derived foam cell differentiation,1
4187,GO:0010506,regulation of autophagy,1
4245,GO:0140069,histone butyryltransferase activity,1
4251,GO:0002092,positive regulation of receptor internalization,1
4704,GO:0007166,cell surface receptor signaling pathway,1
4259,GO:0005845,mRNA cap binding complex,1
4340,GO:1901254,positive regulation of intracellular transport of viral material,1
4339,GO:1900453,negative regulation of long-term synaptic depression,1
4338,GO:0098908,regulation of neuronal action potential,1
4328,GO:0097386,glial cell projection,1
4327,GO:0071598,neuronal ribonucleoprotein granule,1
4326,GO:0070840,dynein complex binding,1
4317,GO:0051028,mRNA transport,1
4310,GO:0045947,negative regulation of translational initiation,1
4309,GO:0045182,translation regulator activity,1
4308,GO:0044830,modulation by host of viral RNA genome replication,1
4290,GO:0042788,polysomal ribosome,1
4285,GO:0035198,miRNA binding,1
4284,GO:0035197,siRNA binding,1
4280,GO:0033129,positive regulation of histone phosphorylation,1
4279,GO:0032797,SMN complex,1
4278,GO:0032433,filopodium tip,1
4277,GO:0030371,translation repressor activity,1
4276,GO:0019897,extrinsic component of plasma membrane,1
4275,GO:0015030,Cajal body,1
4271,GO:0008266,poly(U) RNA binding,1
737,GO:0006164,purine nucleotide biosynthetic process,1
738,GO:0006167,AMP biosynthetic process,1
739,GO:0006189,'de novo' IMP biosynthetic process,1
4183,GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,1
4177,GO:0006475,internal protein amino acid acetylation,1
4176,GO:0006283,transcription-coupled nucleotide-excision repair,1
4173,GO:0004468,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",1
4107,GO:0072382,minus-end-directed vesicle transport along microtubule,1
4100,GO:0045505,dynein intermediate chain binding,1
4099,GO:0035578,azurophil granule lumen,1
4098,GO:0033962,P-body assembly,1
4097,GO:0032388,positive regulation of intracellular transport,1
4093,GO:0030286,dynein complex,1
4090,GO:0010389,regulation of G2/M transition of mitotic cell cycle,1
4089,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",1
4088,GO:0008090,retrograde axonal transport,1
4087,GO:0007097,nuclear migration,1
4084,GO:0007018,microtubule-based movement,1
4083,GO:0005881,cytoplasmic microtubule,1
4079,GO:1990890,netrin receptor binding,1
4071,GO:0060219,camera-type eye photoreceptor cell differentiation,1
4070,GO:0060060,post-embryonic retina morphogenesis in camera-type eye,1
4069,GO:0048842,positive regulation of axon extension involved in axon guidance,1
4066,GO:0042327,positive regulation of phosphorylation,1
4065,GO:0038007,netrin-activated signaling pathway,1
4064,GO:0010842,retina layer formation,1
742,GO:0009060,aerobic respiration,1
743,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,1
744,GO:0014850,response to muscle activity,1
765,GO:0042594,response to starvation,1
4108,GO:0090235,regulation of metaphase plate congression,1
4109,GO:0097711,ciliary basal body-plasma membrane docking,1
4113,GO:1905832,positive regulation of spindle assembly,1
4160,GO:0070317,negative regulation of G0 to G1 transition,1
4172,GO:0002209,behavioral defense response,1
4171,GO:0001966,thigmotaxis,1
4170,GO:0001756,somitogenesis,1
4169,GO:0035925,mRNA 3'-UTR AU-rich region binding,1
4168,GO:0075525,viral translational termination-reinitiation,1
4167,GO:0033290,eukaryotic 48S preinitiation complex,1
4166,GO:0016282,eukaryotic 43S preinitiation complex,1
4163,GO:0001732,formation of cytoplasmic translation initiation complex,1
4162,GO:0070742,C2H2 zinc finger domain binding,1
4161,GO:0070734,histone H3-K27 methylation,1
4159,GO:0046976,histone methyltransferase activity (H3-K27 specific),1
4114,GO:0004712,protein serine/threonine/tyrosine kinase activity,1
4155,GO:0018027,peptidyl-lysine dimethylation,1
4141,GO:0008168,methyltransferase activity,1
4140,GO:0001226,RNA polymerase II transcription corepressor binding,1
4137,GO:0090312,positive regulation of protein deacetylation,1
4133,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",1
4130,GO:0036289,peptidyl-serine autophosphorylation,1
4129,GO:0034205,amyloid-beta formation,1
4128,GO:0033120,positive regulation of RNA splicing,1
4127,GO:0031115,negative regulation of microtubule polymerization,1
4118,GO:0004715,non-membrane spanning protein tyrosine kinase activity,1
4341,GO:1901386,negative regulation of voltage-gated calcium channel activity,1
4342,GO:1901800,positive regulation of proteasomal protein catabolic process,1
4343,GO:1902373,negative regulation of mRNA catabolic process,1
4506,GO:0035249,"synaptic transmission, glutamatergic",1
4607,GO:1902951,negative regulation of dendritic spine maintenance,1
4606,GO:1901216,positive regulation of neuron death,1
4591,GO:0051290,protein heterotetramerization,1
4586,GO:0045471,response to ethanol,1
4578,GO:0016595,glutamate binding,1
4577,GO:0016594,glycine binding,1
4570,GO:1904778,positive regulation of protein localization to cell cortex,1
4569,GO:1904322,cellular response to forskolin,1
4568,GO:0099738,cell cortex region,1
4565,GO:0043949,regulation of cAMP-mediated signaling,1
4562,GO:0032794,GTPase activating protein binding,1
4561,GO:0031821,G protein-coupled serotonin receptor binding,1
4560,GO:0031683,G-protein beta/gamma-subunit complex binding,1
4548,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,1
4547,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,1
4543,GO:0006457,protein folding,1
4542,GO:0005834,heterotrimeric G-protein complex,1
